,Unnamed: 0,Translated Spans
9973,,not ruling out the possibility of polytechnics developing scientific and technological research projects
9974,,"not discarding the hypothesis of polytechnics developing scientific and technological research projects, they still intend to promote and develop vocational education"
9975,,They aim to promote and develop vocational education through short-term professional higher education courses (TESP's)
9976,,categorically demanding that its faculty adapt to this level of education
9977,,"intend to make such changes, ignoring, on the one hand, the true potential of polytechnic institutions and, on the other hand, forgetting that in order to demand it is necessary to have solutions"
9978,,"the creation of the Escola Politécnica de Lisboa and the Academia Politécnica do Porto, removing at that time the monopoly of higher education to the University of Coimbra"
9979,,The level of professional education within higher education institutions requires a specific teaching staff with a real connection to the business world.
9980,,The practical component also requires modern equipment that follows the evolution of technology used in companies
9981,,there is no economic capacity to strengthen higher education institutions with a view to modernizing their infrastructure
9982,,there is no economic capacity to strengthen higher education institutions with a view to modernizing their infrastructure and seriously developing this activity
9983,,"Recently, there has been a succession of reforms that have effectively influenced the course of higher education institutions, in particular the Polytechnic Higher Education (ESP) institutions."
9984,,"there have been a succession of reforms that have effectively influenced the course of higher education institutions, in particular the Polytechnic Higher Education institutions (ESP)"
9985,,"What reason led the minister of tutelage to back off, after having shown openness to change the situation? It won't be hard to see what happened"
9986,,"Today, as in the past, there are still groups that want to continue to control and monopolize their fiefdom, in order to be able to reign without competition in the sphere of higher education, in an intolerable medieval prejudice."
9987,,much desired modernity of the country
9988,,guarantee the increase in the qualifications of the Portuguese population
9989,,"guarantee the increase in the qualifications of the Portuguese population, resuming a process of progressive convergence with Europe"
9990,,"polytechnic institutions should be strengthened in the mission for which they were created, giving those who can afford to have doctoral students at their institutions"
9991,,There is a huge tendency of a good part of the Portuguese to place unfounded expectations whenever there are national sports representatives in international confrontation.
9992,,"Over the course of 24 Olympic appearances, Portuguese sport won 24 medals"
9993,,Portugal is far from champions like the United States with its 2546 medals
9994,,"Nor is it similar to Latin European countries such as France (1169 medals), Italy (605), Spain (148), Romania (306) or the Netherlands (195) or Belgium (164)"
9995,,"nor is it similar to Latin European countries such as France (1169 medals), Italy (605), Spain (148), Romania (306) or the Netherlands (195) or Belgium (164)"
9996,,"Portugal was within its average and placed, with the 16 modalities, among the 28 possible, in which it participated, in 78th place in the Medalheiro"
9997,,did better than the 119 participating countries that did not get any medals
